148,8,9,,8,10,,,9,9,8,,
149,,,,,,,,10,,,,
150,10,,,,,,,10,,,,
151,,,,,,,,,,,,
152,9,8,10,8,9,9,10,,8,9,7,8
153,7,,,,,,,,,,8,7
154,,,,,,,,,,,,
155,,9,8,8,10,,9,4,7,9,9,
156,,,,,9,9,,,9,,8,
157,,,,,,,,,,,-1,
158,,10,9,10,,,,8,8,,,9
159,8,7,8,7,,,7,7,,,,7
160,,9,10,9,10,9,10,9,,9,,
161,,,,,,,,,,,,
162,,,,,,,,,,,,
163,10,8,,8,8,,,9,8,8,6,8
164,,,10,,,,,,,,8,
165,10,,9,,,,10,10,,,,
166,7,10,,10,,,,7,9,,8,
167,,,,6,,,,-1,,,,
168,,,,,,,,10,,,,9
169,,,,,,10,,,10,,,
170,,,10,,,,10,9,,10,,10
171,10,,,,10,,,10,10,10,,10
172,,,-1,,,,-1,,-1,-1,,
173,7,8,7,8,10,10,9,10,9,8,8,
174,,,,,,,,,,,,
175,,,8,,,,9,,,8,,
176,10,,,,,,,,,,,
177,10,9,,8,10,,,9,10,9,10,9
178,,10,,10,10,,,8,,,,
179,8,,10,,9,,10,10,,,,10
180,10,10,,10,,,,,,,,
181,9,,,,,10,,9,,8,9,
182,-1,,,,,-1,,-1,,,-1,
183,9,7,9,9,10,9,9,9,8,7,7,7
184,,,,,8,,,,,9,9,
185,,,10,8,,8,10,9,9,,8,8
186,,,10,,,,,10,10,10,9,
187,,,,,,,,8,,7,,
188,-1,-1,,-1,,,,,,,-1,-1
189,,9,,8,10,10,,10,9,9,5,
190,9,,,,,,,10,,,,7
191,10,9,8,9,9,9,,10,8,8,7,9
192,,,,,,,,,,,8,
193,,,,,,,,,,,,
194,9,9,,9,,,,9,,,,9
195,,,,,,,,,,,,
196,,,10,,,,,8,,,,
197,9,,,,,,,8,,,,
198,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1
199,,,,9,,,,,,,,
200,,10,10,10,10,,10,10,10,,,10
201,,,10,,,,10,9,,,9,
202,,10,,10,,10,,9,9,8,7,
203,10,,,,,,,,-1,,,
204,,,,,,,,,,,,
205,,,,,,,,,,,9,
206,9,,,,,,,,,,,
207,,,,,9,,,,,-1,,
208,,,,,,,,,,,,
209,9,8,7,8,9,,,8,10,,8,
210,10,10,,10,,9,,,10,9,10,
211,,8,9,9,8,,,9,10,6,,
212,,,,,,,,,,,,
213,,,,,,10,,10,,,,
214,,10,9,7,,,,9,9,,10,
215,,,,,,,,,,,,
216,,,10,,,,,8,9,9,9,
217,,,,8,,,,,,,,
218,,,,,,,,-1,,,9,-1
219,-1,10,10,,,10,,10,9,8,-1,9
220,10,,,,,,,,,,,10
221,,,,,,,,,-1,,-1,
222,,,,,9,,,,9,,,
223,,,,,,,,,,,,
224,,,9,,,10,8,,,,7,
225,,,,,,,,,10,,9,
226,6,10,,10,7,7,,8,8,6,9,6
227,,,9,,,,9,,9,,,
228,9,10,,8,9,,,10,9,10,9,
229,,,,,,,,,,,10,
230,,,,,,,,,,,,
231,10,,10,,,,9,,,,,
232,,-1,,10,-1,,,3,-1,,10,8
233,,,,10,10,10,,,10,,10,
234,,,7,,,,,7,8,,,
235,7,8,,8,8,8,,6,6,8,6,8
236,,10,,10,,,,9,10,,10,
237,,,,,,,,,,,-1,
238,10,,,,,,,,,,,
239,,,10,10,,,,,,,,
240,,,-1,,,,,-1,-1,,,
241,9,9,,8,9,,,8,9,,8,8
242,,,,,10,,,8,10,,10,
243,9,,,,,,,-1,,,,
244,10,,,,10,,,,10,10,10,10
245,,,,,,,,9,9,7,,
246,,,,,,,,8,9,,,
247,9,10,,10,,,10,,,,,8
248,10,10,9,10,10,10,,10,8,9,8,8
249,9,,-1,7,,,10,6,,8,9,9
250,10,7,,7,10,10,,7,9,9,6,9
251,,,,,,,,,7,,,
252,9,,,,,,,,9,,,
253,10,,,,,,,9,9,8,,
254,,,,,,,,,,,,
255,,,10,,,,10,,,7,10,
256,,,9,,9,10,,,8,8,10,
257,,,,,,,,,,,,
258,,8,,8,,,,10,,8,,
259,,,,,-1,,,-1,-1,,,
260,,,,,,,,,,,9,
261,9,9,,9,,10,,10,8,8,9,7
262,,,,,,,8,7,,,,
263,,10,,10,10,,,10,10,,9,6
264,,,,,9,9,,,,,8,
265,,,,,,,,10,,,,
266,10,,8,,,,9,8,-1,,-1,10
267,,,-1,,,,-1,-1,,,,
268,9,,,,,,,9,8,,10,
269,9,9,,9,7,,9,10,,,,9
270,,-1,,-1,-1,,,-1,-1,,-1,-1
271,,,,,10,10,,9,,10,,
272,10,,10,8,10,,9,,9,,,7
273,,9,,9,9,10,,8,8,8,6,7
274,-1,-1,-1,-1,-1,,-1,-1,-1,,,-1
275,10,,,,9,,,10,9,,,8
276,10,,,,9,,,10,9,,,
277,,,,,,,,9,,,,
278,,,,,,,,,10,9,,
279,10,9,,9,,9,,,,,10,7
280,,8,,8,,10,,8,8,8,8,
281,10,9,-1,10,10,,,8,9,,9,7
282,,,,,,10,,9,9,10,,
283,,,,,,,,,,,,
284,10,10,8,10,,,9,,10,,8,9
285,,-1,-1,-1,-1,-1,,-1,,-1,-1,
286,7,,,,,,,9,,,8,9
287,,,,,,,,-1,,,,
288,,10,7,10,,10,9,9,8,,10,9
289,,,,,,,,,,,,
290,,,10,,,,10,,10,6,,8
291,10,,10,,,,,9,,,,
292,,,,,10,,,,,,,9
293,,10,10,10,10,9,9,9,10,8,8,8
294,10,10,9,10,10,9,9,10,10,9,9,8
295,,10,,10,,,,10,10,10,,
296,9,9,,9,10,,,10,,7,-1,9
297,,,,,,,,,,,,
298,10,9,9,9,10,,10,10,10,,7,
299,,,,,,,,,,,,
300,9,10,,10,,,,,,,10,9
301,,10,,9,8,8,,5,3,7,10,
302,,,,,,,,,,,,
303,,,,,,,,9,,,10,
304,,,,,,,,,,,,
305,,,,,,10,,10,,,,
306,10,9,,9,9,,,10,,,,8
307,,,,,,,,9,,,,
308,8,,,,,,,,,,,9
309,10,,,,10,,,,10,,10,
310,,,-1,,,,-1,,-1,,,
311,,,10,,,,10,9,,,,
312,10,,,,6,,,10,10,,5,
313,,,,,,,,,,,,
314,,8,,8,,,,,,9,,
315,8,10,,10,,,,,10,,,
316,9,8,,8,,,,8,9,8,,9
317,10,,10,,,10,10,,10,9,8,9
318,,,,,,10,,10,,,9,
319,,,,,,,,,,,,
320,10,10,,,10,,,9,10,10,8,
321,10,10,,10,10,,,10,10,8,9,8
322,10,,,,,10,,10,10,7,10,
323,,,9,,,,,,9,,8,
324,,,,,8,,,9,,,,
325,10,7,,7,,,,8,9,,8,6
326,,10,,10,10,10,,9,,,10,
327,,,,,,,,,10,,,
328,,,,,,,-1,,-1,,,
329,,,,,10,,,7,,,,7
330,,,,10,,,,,10,,,
331,,10,,10,10,,,,9,,,
332,8,,,,,,,7,,,,7
333,,,,,,,,,,,,
334,,8,,8,9,,,9,,,,
335,,,,8,,,,,8,,,8
336,9,,-1,,10,,,,8,10,-1,8
337,,,,,,,,,,-1,,
338,,,,,,,,,-1,,-1,
339,,-1,-1,-1,-1,,9,-1,9,,,-1
340,,,,,,10,,9,9,,8,
341,8,9,8,10,10,9,8,,8,9,7,7
342,-1,-1,,-1,-1,10,,6,8,-1,5,-1
343,10,,,,,,,10,,,,6
344,,,9,,,,,,,,9,
345,,10,,10,10,,,10,9,,9,
346,,,,,,,,8,8,,9,
347,,,,,,,,,,,,
348,,,8,-1,9,,,,9,7,10,
349,9,,,,10,10,,10,9,7,,9
350,9,10,,8,9,10,,9,,9,9,
351,,,,,,-1,,,,,,
352,10,10,,9,10,8,,8,9,7,6,10
353,,,,,,,,,,,10,
354,,,9,,,8,8,8,,10,8,
355,,,,,,,,,,,,
356,,,,,,,,,,,,
357,10,8,,7,,,,8,,7,,
358,,,,,9,,,,10,,9,
359,,,,,,,,,10,10,7,
360,,,,,,,,8,,,,
361,9,9,8,10,,9,9,9,,,,7
362,,,,,,,,,,,,
363,,,8,,,,8,7,8,,7,7
364,,9,,9,,,,,8,8,,
365,10,8,10,8,,9,9,9,,9,9,10
366,,-1,-1,-1,,,-1,-1,-1,,9,-1
367,8,,,,,,,,,,,7
368,,,,-1,,,,,9,7,,
369,,,8,,,,,10,10,,9,9
370,9,,10,,,10,9,9,9,6,7,
371,9,,,,,,9,7,7,,,
372,,,-1,-1,,,,-1,-1,-1,-1,
373,9,-1,,7,8,10,,9,6,8,10,-1
374,,,,,,,,-1,,,,
375,-1,,,,-1,-1,,-1,-1,,-1,-1
376,9,,,,,,,9,,,,
377,,,,,,10,,,,,10,10
378,,,,,,,,,,,,
379,,,,,,,,10,9,7,,
380,,,,,9,,,8,,,7,
381,,,-1,,,,,,-1,,,-1
382,9,8,8,9,9,,,8,8,,,
383,,,,,,,,,,,,
384,10,10,,9,9,,,,9,,,9
385,,10,10,10,9,10,10,10,10,,,
386,,,,,,,,9,,,8,8
387,10,10,10,10,9,10,,8,10,8,10,10
388,,,,,,,,,,,,
389,,,,,10,,,10,,,,10
390,,,,,,,,8,8,,8,7
391,,,,,,,,,10,,10,
392,8,9,8,7,7,9,9,8,8,5,7,8
393,,,,,10,10,,,,9,,
394,,,,,,,-1,9,-1,-1,,
395,9,,4,,,8,4,9,10,,9,
396,,,,,,,,-1,,,,
397,,,,,,,,,,,,
398,,-1,,-1,,-1,,-1,-1,-1,-1,-1
399,,,,,,,,,,,,
400,8,8,,9,,,,8,7,8,6,6
401,10,10,,10,10,10,,8,10,8,9,
402,,,,,,,,,,,,
403,8,8,,8,8,7,,8,,,,7
404,10,,,,,,,,,,,
405,,,,,,8,7,7,9,8,,8
406,9,10,,10,10,,,10,10,,8,
407,-1,-1,,-1,,-1,-1,,-1,-1,-1,-1
408,,,,,,8,,10,,,9,
409,,,,,10,9,,,10,8,8,
410,,,,,,,,,9,,,
411,,8,,8,,8,,9,,,8,
412,,,10,,,,9,5,10,,,8
413,,,,,,,,,,10,,
414,,,,,,,,,,,,
415,7,,,,,,,,,8,,8
416,9,10,,10,10,10,,9,8,7,10,8
417,,10,,10,,,,,7,,,
418,,,,,,,8,10,10,9,,
419,10,10,,10,,,,,8,,8,10
420,7,,8,,10,,6,9,,,10,7
421,,10,,10,,,,9,,7,10,
422,,,,,,,,,,,,
423,10,,,,,,,,,10,10,10
424,10,,,,,,,9,,,,
425,,,,,,,,9,-1,,,
426,-1,,,,,,,,-1,,-1,-1
427,8,9,,9,,,,9,-1,,,6
428,10,9,10,8,10,,10,,10,8,10,
429,,,,,,,,,9,,,
430,,,10,,,,,-1,10,10,,
431,-1,10,,10,-1,-1,,-1,-1,,-1,9
432,,,,,,9,,7,9,,8,
433,,8,,8,10,,,8,10,7,,
434,,9,,9,8,9,,8,9,,7,
435,9,10,,10,10,,,10,10,9,8,
436,,,10,,,8,10,,,-1,-1,
437,-1,,-1,,,,-1,,-1,,,
438,,,,,10,9,,,9,9,8,
439,,,8,,,,10,9,9,,8,8
440,10,,,,,,,10,,,10,8
441,10,10,9,9,10,,,10,9,,9,8
442,,,,,,,,10,10,,,
443,10,,,,,10,,,-1,-1,,
444,9,7,,7,,10,,9,9,9,7,
445,,10,9,10,10,,,9,9,,,10
446,10,10,,9,7,10,,9,9,9,10,9
447,10,,10,,,5,,,,5,,7
448,,,,,,,,,,,9,
449,9,9,,9,9,10,,9,9,,8,
450,,-1,,-1,,-1,,-1,,,,
451,,,10,,,10,10,,10,,10,
452,-1,,-1,,,,-1,-1,-1,,,-1
453,,,10,,,,6,10,,,8,
454,,,-1,,,,9,,-1,-1,-1,
455,10,8,8,8,10,8,9,8,,8,9,10
456,,,,,,,,,10,,,
457,,10,,9,,,,,,,,
458,,,,,,,,10,,,10,
459,,10,9,10,,,10,10,10,8,8,
460,10,8,,8,,,,8,7,7,7,9
461,,9,,8,8,8,,,8,7,7,8
462,,,,,9,,,10,10,,,
463,10,,10,,,,10,10,8,8,,
464,,,,,,,,,,,,
465,10,,,,,,9,,,,,
466,,7,,7,,,,8,,,8,
467,-1,,,,,,,-1,-1,,-1,
468,,,,,,,,,,7,,
469,9,9,9,10,8,,9,,9,,,
470,,,-1,,,,-1,,,,,
471,,,,,,,,-1,7,,,
472,,,,,,,,,,,,
473,,,,,,,,10,,,,
474,,,,,,,,,,,,
475,9,8,,8,,5,,-1,8,,,
476,,,-1,,,,,,,,,
477,-1,-1,,-1,-1,,,-1,-1,-1,-1,
478,,,10,,10,10,9,9,6,10,10,9
479,10,10,,9,,,,9,,,,
480,,,,,,,,-1,,,,
481,,,10,,,,,10,,,,
482,,10,,10,10,,,10,10,,9,
483,,,,,,,,10,10,,,
484,,,,,,,,,,,,
485,10,8,10,8,,,8,8,10,,,7
486,,,,,,,,,,,,
487,10,10,,10,,10,,10,,8,10,10
488,,8,,-1,10,,,7,10,8,,
489,8,,,,,,,7,,,,
490,,,10,,,,7,,8,,,
491,,,,,,,,,,,,
492,7,7,,7,10,,,9,,8,8,6
493,-1,,,,,,,,,,,
494,,,,,10,,7,8,8,8,8,
495,8,,,,,10,,7,9,,9,6
496,9,,,,,,,7,,,8,
497,10,,10,,,5,,,8,,3,9
498,,,,,,,,,-1,,,
499,,,,,,,,,,,,
500,,,9,,10,,,9,10,9,10,
501,9,,9,,,,,10,8,,,7
502,,,9,,,,,8,,,,
503,,,,,,,,,7,,,
504,10,,,,,-1,,,,-1,-1,
505,,,,,,,,,7,,,
506,,-1,,-1,,,,,,,,
507,8,,,,8,10,,8,9,10,8,
508,10,,,,10,,,,10,,,10
509,,,,,,,,,,,8,
510,,,9,,10,9,8,,8,,9,
511,10,10,10,10,8,,10,10,,10,5,
512,,7,,8,,,,7,,,10,
513,,,,,,,,,9,,,
514,10,10,,10,,10,,,,10,10,9
515,,,,,,,,,,,,
516,,,10,,,,,,,,,
517,,5,,8,8,,,7,,10,,
518,,10,,9,,,,,,8,8,
519,,,,,,10,,,8,9,8,
520,,,,,,,,8,,,,
521,,8,,8,,,,6,,,,9
522,,10,,10,,8,,10,,,,
523,,,,,,,,,,,-1,
524,,,,,,-1,,,-1,-1,-1,
525,10,10,,9,,8,,,9,7,,
526,,10,9,10,,,9,7,8,,,
527,,,,,,,,,,,,
528,,8,,8,,,,9,,,8,
529,,10,10,10,10,,,9,,,9,
530,10,10,,10,10,9,,10,10,9,10,10
531,7,,,,,,,,7,,,
532,,,,,,,,,,,,
533,,10,,10,10,,,9,,,8,
534,9,9,,8,,,,,7,,9,9
535,,-1,,-1,,,,7,-1,,,6
536,,,,,,,,,,,,
537,-1,-1,,-1,-1,,,-1,-1,,-1,-1
538,10,10,,10,10,10,,9,10,,8,
539,9,,10,,,,10,,,,,7
540,8,9,,9,10,,,10,10,9,10,8
541,,10,,9,,10,,8,,9,7,8
542,,,,,,,,,,9,10,
543,,-1,10,10,,9,,9,,,,
544,,10,,10,-1,,,,,,,
545,9,9,,9,10,10,,9,9,9,7,
546,,,,,,,,8,,,,7
547,10,,,,10,,,7,10,9,,9
548,,,,,10,,,,9,10,9,
549,,,,,,,,,,,,
550,,,,,,,,,,,,
551,7,10,,10,10,10,,10,10,10,7,7
552,10,,-1,,,-1,-1,10,10,,-1,-1
553,,9,7,9,10,,7,8,9,9,10,
554,,,,,,,,,,,10,
555,,,,,,,,,,8,,
556,,,10,,10,8,,,10,,10,
557,,,,,,,,,,,,
558,,,,,,,10,10,9,10,,
559,10,10,,10,,,,9,8,,9,8
560,,,,,,,,10,,,7,
561,10,,9,9,10,,,9,10,,,
562,10,,9,,,,,8,7,,,
563,10,,,,10,10,,9,-1,9,8,
564,,9,,9,9,,,9,9,,,7
565,9,10,,10,7,10,,9,7,6,7,10
566,9,8,,6,,,6,5,8,8,5,8
567,,,9,,9,8,,10,8,8,9,
568,,,,,10,,,6,9,,9,
569,10,,,,,,-1,,,,,9
570,9,,9,,10,,,8,9,,8,
571,,10,,10,,,,10,9,,8,
572,10,,10,,10,10,8,7,,,,
573,8,8,8,9,9,10,,9,9,8,10,7
574,-1,,-1,,,,,,-1,-1,,-1
575,,,,,,,,,,,,
576,,,,,10,10,,,,6,9,6
577,10,10,,10,,,,,,,,10
578,10,10,,9,9,9,,10,9,9,8,
579,,,,,,,,10,10,,,
580,,,,,,,,,,,,
581,10,10,10,10,,10,10,8,10,9,9,10
582,10,9,9,9,,8,10,9,,10,,
583,,,,,,,,,,,,
584,,,,,,,,,,-1,-1,-1
585,9,8,7,8,8,,9,9,8,,8,8
586,,,10,,,,9,,,,,
587,,,,,,,,,7,,,
588,,,,,,,,10,9,10,8,
589,-1,,,,,-1,,,-1,-1,,-1
590,10,10,,10,10,,,9,10,9,,
591,,,,,,9,,,,,9,
592,10,7,,7,,9,,10,10,,7,9
593,10,10,,10,10,,,9,9,10,9,
594,,,,,9,,,,9,,,
595,,10,8,10,9,,,8,8,,,
596,9,,,,,,,,,,,8
597,,,,,,,,,,,,
598,10,,,,10,10,,,10,10,9,
599,,10,8,10,8,10,,8,9,10,10,
600,,,,,,,,,,,,
601,,,,,,,,,,,,
602,,,10,,,,10,,,,,
603,8,,,,,,,9,,,7,
604,6,9,7,9,10,,,7,,,,
605,10,10,,10,,,9,8,,,,6
606,8,,,,10,10,,,,9,7,
607,,10,,10,,,,10,10,,,
608,,,,,,,,,,,,
609,,,10,,,,,8,,10,,
610,9,9,9,9,10,10,,9,8,,9,8
611,9,8,-1,7,9,,,,8,7,8,
612,10,8,9,8,8,,8,8,7,,,9
613,9,9,,8,10,10,,-1,,,10,10
614,9,7,8,6,,10,,5,,7,7,7
615,,,,,7,,,,,,,
616,9,,8,,9,,7,10,7,,,9
617,,,,,,,,10,10,10,10,
618,9,,9,,,8,,9,8,9,,7
619,,,,,10,10,,,10,9,8,
620,,,,,,,,,10,,,
621,,,-1,,,-1,,,-1,,-1,
622,,,,,9,-1,,-1,-1,-1,-1,9
623,9,,,,,,,,10,,,8
624,9,,,,,,,7,,,,8
625,,,-1,,,,,,,,,
626,10,9,9,10,9,,8,9,9,8,9,8
627,10,10,,10,,10,,10,,,10,8
628,,,,,,,,,,,,
629,,8,10,8,,,9,7,9,,,
630,10,10,,10,10,,,10,10,,,10
631,,,-1,,,,-1,-1,,,-1,
632,7,,,,,,,8,,,,
633,-1,10,-1,10,10,8,,7,5,8,7,
634,,,,,,,,,7,9,6,
635,,,,,,,,10,,,10,
636,10,7,,9,10,10,,8,10,9,6,9
637,,10,,10,10,10,,10,9,,8,
638,,,,,,,,10,,,,
639,,,,,,,,,10,,,
640,,,,,,,,,,,,8
641,,,,,,,,,,,,
642,10,,10,,,,10,10,10,7,10,8
643,,,,,,,,,,-1,,
644,,,-1,,,,,,,-1,-1,
645,,,,,,,,,,,,
646,,10,,10,9,,,9,10,8,9,
647,,,,,,,,,,,10,
648,10,,,,9,,,10,-1,5,9,
649,,,,8,,,,8,7,,,9
650,,,,,,,,9,10,,,
651,9,-1,,-1,-1,-1,,9,-1,-1,-1,7
652,8,9,8,8,10,9,8,8,9,,,
653,9,,9,,,,10,9,,,,
654,,9,,9,,10,,10,10,,9,
655,,8,,8,,,,,,10,,8
656,10,10,8,9,10,10,8,9,9,9,9,-1
657,,8,9,8,,,10,10,9,,,8
658,,,7,,,,8,10,4,,,
659,,,7,,9,,5,9,4,,4,8
660,,9,,9,10,9,,,10,9,,
661,9,8,,9,9,9,,9,8,7,9,9
662,10,10,,9,10,,,10,8,7,9,
663,,,10,,,,10,10,10,,10,
664,,,,,,,,,,,,
665,10,,,,,,,9,9,,,8
666,8,9,,9,8,,,7,9,6,,9
667,10,,,,,,,,,,,
668,9,,,,,,,10,,,7,
669,,10,,9,9,9,,10,8,,9,9
670,8,,,,10,8,,8,9,8,8,7
671,,,,,,,,,,,,
672,,,,,10,10,,10,,,8,
673,9,,,,,,,,,,,
674,,,,,,,,,10,,,
675,,,7,,,,7,7,,,,
676,,,,,,,,,,,,
677,,,,,,,,,,9,,
678,,,,,,,,,-1,,,-1
679,,,,,,10,,9,10,6,7,
680,10,10,,9,10,10,,10,10,10,8,8
681,,,,,,,,9,9,,8,
682,,,10,,,,,,,,,
683,,,,,,10,,,,,,
684,-1,,-1,,-1,-1,-1,,-1,-1,-1,-1
685,,,,,,,,,,,,
686,,-1,-1,-1,,10,,-1,,,,-1
687,10,10,9,10,10,10,9,9,10,7,9,
688,,10,,10,,9,,10,9,,7,
689,,10,10,10,,10,,9,8,8,9,
690,10,,,,,,,5,9,7,,10
691,10,9,,8,10,10,,,,7,9,9
692,,10,,10,10,,,,-1,10,,
693,10,10,,10,,,,,,,,10
694,9,9,10,9,9,9,10,9,9,8,,8
695,,,,,9,,,9,,,,
696,8,,-1,,,,-1,,,,,-1
697,9,10,,10,,,,,,,,9
698,,,,,,,,,,,,
699,10,,,,,,,,10,,,9
700,,,,,,,,8,,,,
701,8,8,,7,9,,,7,8,,,
702,10,10,9,10,10,10,8,10,10,9,9,8
703,10,9,,10,8,,,10,10,,,
704,,,10,,,,10,9,9,,,
705,8,10,,10,10,,,10,,,10,7
706,,,,,,,,,,,8,
707,,,,,9,9,,8,,8,,
708,9,,,,,,,,,,,
709,,,,,,,,,,,,
710,,,,,9,,,,,,8,
711,,,,,9,,,,,,,
712,,,-1,,-1,,,7,10,,,
713,10,10,,10,,,,10,10,7,,
714,,,,,,9,,,,,8,
715,,,,,,,,8,8,,,
716,,,,,,,,,,,,
717,,,,,,,,,,,,
718,,,,,,,,,,,,
719,,,,,10,,,,,,,
720,,-1,,-1,,6,,-1,,,,
721,,,,,,,,9,10,,,
722,10,,9,,8,9,9,8,10,9,9,8
723,8,9,,9,,,,9,9,,,7
724,8,,,,,,,,,,9,
725,,,7,,8,,,,8,9,,
726,9,,,,,,,,,,,
727,,,8,,,10,10,8,,,,
728,,,,,10,,,,-1,-1,,
729,,,-1,,,,,,,,,
730,,,,,,10,,,,10,,
731,,,,,,,,,,,,
732,-1,,,,,,,,,,-1,-1
733,,,,,,,,9,,,9,
734,,,,,,,,,,,,
735,10,10,,10,10,,,6,8,6,8,8
736,9,,,,,,,,,,10,
737,10,,10,7,10,,10,9,,6,10,
738,8,9,7,7,10,9,,9,10,,,
739,,,,,,,,,,,,
740,10,7,,9,,,,10,10,7,8,
741,10,10,10,10,8,8,,,6,6,7,8
742,,,-1,,,,-1,-1,-1,,,
743,9,,-1,,8,,,8,9,,,9
744,,,9,,9,,,8,8,9,,7
745,,,,,,,,,,,,
746,10,,,,10,,7,,8,10,10,9
747,10,9,,9,10,10,,8,7,,7,
